moordemo - Sheet1
kind,capacity,lat,lng
Converted Parking Meter,2,39.9544572,-75.163974
Staple or Inverted-U,2,39.9547884,-75.166613
Converted Parking Meter,2,39.9547103,-75.168016
Converted Parking Meter,2,39.9546012,-75.168039
Staple or Inverted-U,2,39.9556567,-75.165155
Converted Parking Meter,2,39.9560869,-75.166049
Staple or Inverted-U,2,39.9566505,-75.165669
Staple or Inverted-U,2,39.9510182,-75.153019
Staple or Inverted-U,2,39.9508982,-75.152506
Staple or Inverted-U,2,39.9508543,-75.152319
Staple or Inverted-U,2,39.9508609,-75.152246
Staple or Inverted-U,2,39.9508574,-75.152199
Staple or Inverted-U,2,39.9508562,-75.152148
Staple or Inverted-U,2,39.9508493,-75.152099
Staple or Inverted-U,2,39.9508554,-75.151854
Staple or Inverted-U,2,39.9507681,-75.151272
Staple or Inverted-U,2,39.950576,-75.149913
Staple or Inverted-U,2,39.9505563,-75.149813
Staple or Inverted-U,2,39.9505563,-75.149657
Staple or Inverted-U,2,39.9505079,-75.149321
Staple or Inverted-U,2,39.9504886,-75.149255
Staple or Inverted-U,2,39.9504742,-75.149198
Converted Parking Meter,2,39.9505188,-75.148116
Converted Parking Meter,2,39.9504846,-75.147909
Converted Parking Meter,2,39.9503729,-75.148038
Converted Parking Meter,2,39.9503501,-75.147845
Staple or Inverted-U,2,39.9501986,-75.146318
Staple or Inverted-U,2,39.9501682,-75.146085
Converted Parking Meter,2,39.950101,-75.145476
Converted Parking Meter,2,39.9500319,-75.144971
Converted Parking Meter,2,39.9500161,-75.144865
Converted Parking Meter,2,39.9500232,-75.144764
Converted Parking Meter,2,39.9499937,-75.144635
Converted Parking Meter,2,39.9494618,-75.14225
Staple or Inverted-U,2,39.9483393,-75.142564
Staple or Inverted-U,2,39.9483842,-75.142339
Staple or Inverted-U,2,39.9483432,-75.142368
Staple or Inverted-U,2,39.9482876,-75.142776
Converted Parking Meter,2,39.9482947,-75.14307
Converted Parking Meter,2,39.9481794,-75.142929
Converted Parking Meter,2,39.9483437,-75.143403
Converted Parking Meter,2,39.9482023,-75.143206
Converted Parking Meter,2,39.9482283,-75.143365
Converted Parking Meter,2,39.9484228,-75.143637
Converted Parking Meter,2,39.9484348,-75.143712
Converted Parking Meter,2,39.9482881,-75.143604
Converted Parking Meter,2,39.9483014,-75.143767
Staple or Inverted-U,2,39.9484263,-75.143809
Converted Parking Meter,2,39.9484035,-75.143881
Staple or Inverted-U,2,39.9483156,-75.143846
Staple or Inverted-U,2,39.9484236,-75.143959
Staple or Inverted-U,2,39.9484291,-75.144016
Staple or Inverted-U,2,39.9484465,-75.144299
Converted Parking Meter,2,39.9484758,-75.144435
Converted Parking Meter,2,39.9484774,-75.14453
Staple or Inverted-U,2,39.9485018,-75.144609
Staple or Inverted-U,2,39.9485521,-75.144848
Converted Parking Meter,2,39.9485866,-75.144988
Converted Parking Meter,2,39.9485815,-75.14509
Converted Parking Meter,2,39.9486456,-75.145481
Converted Parking Meter,2,39.9486443,-75.145572
Converted Parking Meter,2,39.9486721,-75.145781
Converted Parking Meter,2,39.948727,-75.146234
Converted Parking Meter,2,39.9487677,-75.14643
Converted Parking Meter,2,39.9488047,-75.146576
Staple or Inverted-U,2,39.9579622,-75.168871
Converted Parking Meter,2,39.9572004,-75.167649
Converted Parking Meter,2,39.9570584,-75.167691
Converted Parking Meter,2,39.9568045,-75.16785
Converted Parking Meter,2,39.9568184,-75.168047
Staple or Inverted-U,2,39.9569877,-75.167942
Converted Parking Meter,2,39.9568235,-75.16827
Staple or Inverted-U,2,39.9591979,-75.170603
Converted Parking Meter,2,39.9592206,-75.170763
Staple or Inverted-U,2,39.9592385,-75.170923
Staple or Inverted-U,2,39.9592653,-75.171059
Converted Parking Meter,2,39.9592816,-75.171145
Staple or Inverted-U,2,39.9592882,-75.171225
Staple or Inverted-U,2,39.9593366,-75.171558
Staple or Inverted-U,2,39.9593378,-75.17161
Converted Parking Meter,2,39.9593465,-75.171681
Converted Parking Meter,2,39.959235,-75.171704
Converted Parking Meter,2,39.9591139,-75.170824
Converted Parking Meter,2,39.959023,-75.170388
Converted Parking Meter,2,39.9588954,-75.170436
Converted Parking Meter,2,39.9590223,-75.170146
Converted Parking Meter,2,39.9589983,-75.169924
Converted Parking Meter,2,39.9588082,-75.169739
Converted Parking Meter,2,39.9589631,-75.169634
Converted Parking Meter,2,39.9589234,-75.169351
Converted Parking Meter,2,39.9588937,-75.169092
Converted Parking Meter,2,39.9574566,-75.172182
Converted Parking Meter,2,39.9574307,-75.171879
Converted Parking Meter,2,39.9574236,-75.171564
Converted Parking Meter,2,39.9575242,-75.171374
Staple or Inverted-U,2,39.9574599,-75.171271
Staple or Inverted-U,2,39.9530283,-75.149797
Staple or Inverted-U,2,39.9529103,-75.149808
Staple or Inverted-U,2,39.9563972,-75.168472
Staple or Inverted-U,2,39.9564959,-75.168406
Staple or Inverted-U,2,39.9561721,-75.168003
Staple or Inverted-U,2,39.9492918,-75.15086
Staple or Inverted-U,2,39.9489707,-75.150872
Converted Parking Meter,2,39.9479264,-75.15097
Converted Parking Meter,2,39.947825,-75.151005
Staple or Inverted-U,2,39.9497468,-75.149055
Staple or Inverted-U,2,39.949987,-75.148942
Staple or Inverted-U,2,39.9499917,-75.148981
Staple or Inverted-U,2,39.9512151,-75.148719
Converted Parking Meter,2,39.9522376,-75.148437
Converted Parking Meter,2,39.9520459,-75.148457
Staple or Inverted-U,2,39.952905,-75.148459
Staple or Inverted-U,2,39.9528555,-75.148475
Converted Parking Meter,2,39.9514392,-75.147053
Staple or Inverted-U,2,39.9504427,-75.145546
Staple or Inverted-U,2,39.9506178,-75.14552
Staple or Inverted-U,2,39.9506792,-75.145529
Staple or Inverted-U,2,39.9506035,-75.145639
Staple or Inverted-U,2,39.9505297,-75.145669
Staple or Inverted-U,2,39.9508582,-75.145575
Converted Parking Meter,2,39.951004,-75.145461
Staple or Inverted-U,2,39.9514353,-75.145493
Staple or Inverted-U,2,39.9514889,-75.14534
Converted Parking Meter,2,39.9522924,-75.145152
Converted Parking Meter,2,39.9523826,-75.145153
Converted Parking Meter,2,39.9527415,-75.145197
Converted Parking Meter,2,39.9533981,-75.145065
Staple or Inverted-U,2,39.9533801,-75.144918
Staple or Inverted-U,2,39.9537802,-75.14499
Converted Parking Meter,2,39.9553159,-75.16998
Staple or Inverted-U,2,39.9552961,-75.169733
Staple or Inverted-U,2,39.955244,-75.169326
Staple or Inverted-U,2,39.9552364,-75.169203
Converted Parking Meter,2,39.95521,-75.169086
Converted Parking Meter,2,39.9552029,-75.168981
Staple or Inverted-U,2,39.9551739,-75.168753
Converted Parking Meter,2,39.9551169,-75.16834
Converted Parking Meter,2,39.9548156,-75.169569
Staple or Inverted-U,2,39.952615,-75.165855
Staple or Inverted-U,2,39.9526514,-75.1662
Staple or Inverted-U,2,39.9527095,-75.166663
Staple or Inverted-U,2,39.9528195,-75.167526
Converted Parking Meter,2,39.9528271,-75.167649
Staple or Inverted-U,2,39.9528443,-75.167779
Staple or Inverted-U,2,39.952866,-75.167896
Converted Parking Meter,2,39.9528827,-75.168
Staple or Inverted-U,2,39.9528899,-75.168112
Staple or Inverted-U,2,39.9529021,-75.168229
Staple or Inverted-U,2,39.9529136,-75.168315
Staple or Inverted-U,2,39.9528582,-75.168398
Staple or Inverted-U,2,39.9529652,-75.168704
Converted Parking Meter,2,39.9530572,-75.1694
Staple or Inverted-U,2,39.9530642,-75.169499
Converted Parking Meter,2,39.9530755,-75.169579
Converted Parking Meter,2,39.9530866,-75.169647
Converted Parking Meter,2,39.9531519,-75.170221
Staple or Inverted-U,2,39.9532427,-75.170803
Converted Parking Meter,2,39.9532636,-75.170994
Staple or Inverted-U,2,39.953287,-75.171186
Staple or Inverted-U,2,39.9532981,-75.171253
Staple or Inverted-U,2,39.9533863,-75.171358
Converted Parking Meter,2,39.9533753,-75.171294
Converted Parking Meter,2,39.9533628,-75.171164
Converted Parking Meter,2,39.953343,-75.171013
Converted Parking Meter,2,39.9533095,-75.170692
Converted Parking Meter,2,39.953293,-75.170594
Staple or Inverted-U,2,39.9533166,-75.170051
Staple or Inverted-U,2,39.953409,-75.170026
Converted Parking Meter,2,39.9533137,-75.169924
Converted Parking Meter,2,39.9534657,-75.169897
Converted Parking Meter,2,39.9536294,-75.169863
Converted Parking Meter,2,39.9537742,-75.169835
Converted Parking Meter,2,39.9538928,-75.169809
Converted Parking Meter,2,39.9540186,-75.169786
Staple or Inverted-U,2,39.9531871,-75.1697
Converted Parking Meter,2,39.9531622,-75.169549
Converted Parking Meter,2,39.9530962,-75.168947
Converted Parking Meter,2,39.953078,-75.168771
Staple or Inverted-U,2,39.9531165,-75.168364
Converted Parking Meter,2,39.9533966,-75.16831
Staple or Inverted-U,2,39.9536906,-75.168237
Staple or Inverted-U,2,39.95296,-75.16798
Staple or Inverted-U,2,39.9529421,-75.167819
Converted Parking Meter,2,39.9529321,-75.167693
Staple or Inverted-U,2,39.9528767,-75.167246
Staple or Inverted-U,2,39.9528063,-75.16666
Staple or Inverted-U,2,39.9527824,-75.166444
Staple or Inverted-U,2,39.9527586,-75.166234
Staple or Inverted-U,2,39.9495982,-75.17285
Staple or Inverted-U,2,39.9491334,-75.172961
Staple or Inverted-U,2,39.94885,-75.172866
Staple or Inverted-U,2,39.9486317,-75.171214
Staple or Inverted-U,2,39.9479707,-75.171078
Staple or Inverted-U,2,39.9462478,-75.165073
Staple or Inverted-U,2,39.9465378,-75.165037
Staple or Inverted-U,2,39.9467183,-75.165006
Staple or Inverted-U,2,39.9469666,-75.165021
Staple or Inverted-U,2,39.9469833,-75.165126
Staple or Inverted-U,2,39.9470043,-75.165212
Staple or Inverted-U,2,39.9470159,-75.165304
Staple or Inverted-U,2,39.9470176,-75.165378
Staple or Inverted-U,2,39.9470489,-75.16656
Staple or Inverted-U,2,39.9469873,-75.166575
Staple or Inverted-U,2,39.9469304,-75.16659
Staple or Inverted-U,2,39.9468542,-75.166592
Staple or Inverted-U,2,39.9464349,-75.1683
Staple or Inverted-U,2,39.9472933,-75.166824
Staple or Inverted-U,2,39.9473753,-75.167502
Staple or Inverted-U,2,39.9475879,-75.169216
Staple or Inverted-U,2,39.9442772,-75.165486
Converted Parking Meter,2,39.944537,-75.171943
Staple or Inverted-U,2,39.9446111,-75.172696
Converted Parking Meter,2,39.9446237,-75.172831
Staple or Inverted-U,2,39.944646,-75.172973
Converted Parking Meter,2,39.9446688,-75.173139
Staple or Inverted-U,2,39.944573,-75.173335
Staple or Inverted-U,2,39.9443518,-75.171553
Converted Parking Meter,2,39.9444103,-75.171186
Converted Parking Meter,2,39.944347,-75.170705
Converted Parking Meter,2,39.9442651,-75.170875
Converted Parking Meter,2,39.9443283,-75.170507
Converted Parking Meter,2,39.9442297,-75.170573
Staple or Inverted-U,2,39.9443262,-75.170414
Converted Parking Meter,2,39.9442178,-75.170468
Converted Parking Meter,2,39.9511748,-75.166157
Converted Parking Meter,2,39.9511848,-75.166282
Staple or Inverted-U,2,39.9512018,-75.166404
Converted Parking Meter,2,39.9512138,-75.16651
Staple or Inverted-U,2,39.9512369,-75.166692
Converted Parking Meter,2,39.9512741,-75.166914
Staple or Inverted-U,2,39.9512946,-75.167032
Converted Parking Meter,2,39.9513329,-75.167142
Staple or Inverted-U,2,39.951063,-75.165868
Staple or Inverted-U,2,39.9510808,-75.166022
Staple or Inverted-U,2,39.9511542,-75.166531
Staple or Inverted-U,2,39.9511742,-75.166675
Staple or Inverted-U,2,39.951195,-75.166861
Staple or Inverted-U,2,39.9512233,-75.167058
Staple or Inverted-U,2,39.9511541,-75.167268
Staple or Inverted-U,2,39.9505005,-75.166933
Staple or Inverted-U,2,39.9504837,-75.166823
Converted Parking Meter,2,39.9504742,-75.166718
Staple or Inverted-U,2,39.9503175,-75.166002
Staple or Inverted-U,2,39.951449,-75.167235
Staple or Inverted-U,2,39.9513576,-75.167412
Staple or Inverted-U,2,39.9513695,-75.167517
Converted Parking Meter,2,39.9513995,-75.167788
Converted Parking Meter,2,39.9514396,-75.16809
Staple or Inverted-U,2,39.9514566,-75.168207
Converted Parking Meter,2,39.9514738,-75.168337
Staple or Inverted-U,2,39.9524407,-75.168504
Converted Parking Meter,2,39.952512,-75.168496
Converted Parking Meter,2,39.9525807,-75.168477
Converted Parking Meter,2,39.9526425,-75.168469
Staple or Inverted-U,2,39.9513848,-75.168303
Staple or Inverted-U,2,39.9513733,-75.168214
Staple or Inverted-U,2,39.9513253,-75.167884
Staple or Inverted-U,2,39.9494404,-75.164635
Staple or Inverted-U,2,39.949492,-75.165023
Staple or Inverted-U,2,39.9495211,-75.165258
Staple or Inverted-U,2,39.9515277,-75.168828
Staple or Inverted-U,2,39.9515344,-75.168911
Converted Parking Meter,2,39.9515495,-75.169054
Converted Parking Meter,2,39.9515749,-75.169228
Converted Parking Meter,2,39.9515931,-75.169401
Staple or Inverted-U,2,39.9516186,-75.16958
Converted Parking Meter,2,39.9516419,-75.169768
Staple or Inverted-U,2,39.9516624,-75.169938
Staple or Inverted-U,2,39.951688,-75.170122
Staple or Inverted-U,2,39.951765,-75.170262
Converted Parking Meter,2,39.9518316,-75.170253
Converted Parking Meter,2,39.9524122,-75.170151
Staple or Inverted-U,2,39.9528141,-75.170058
Staple or Inverted-U,2,39.9529494,-75.17003
Staple or Inverted-U,2,39.9527965,-75.157836
Staple or Inverted-U,2,39.9529576,-75.158954
Staple or Inverted-U,2,39.9530667,-75.157977
Staple or Inverted-U,2,39.9529307,-75.158819
Converted Parking Meter,2,39.9529109,-75.158677
Staple or Inverted-U,2,39.9528983,-75.158544
Staple or Inverted-U,2,39.9528765,-75.158421
Converted Parking Meter,2,39.9528597,-75.158313
Staple or Inverted-U,2,39.9528444,-75.158162
Staple or Inverted-U,2,39.9527752,-75.157579
Converted Parking Meter,2,39.9525991,-75.156118
Converted Parking Meter,2,39.9525129,-75.15552
Converted Parking Meter,2,39.9523206,-75.153973
Converted Parking Meter,2,39.9487263,-75.164297
Staple or Inverted-U,2,39.9470632,-75.164652
Staple or Inverted-U,2,39.9464791,-75.164758
Staple or Inverted-U,2,39.9459882,-75.164872
Staple or Inverted-U,2,39.9459574,-75.16488
Staple or Inverted-U,2,39.9459338,-75.16489
Staple or Inverted-U,2,39.9458223,-75.164916
Staple or Inverted-U,2,39.9445768,-75.165183
Converted Parking Meter,2,39.9434085,-75.163697
Converted Parking Meter,2,39.9433333,-75.163112
Converted Parking Meter,2,39.9432974,-75.162788
Converted Parking Meter,2,39.942958,-75.160001
Converted Parking Meter,2,39.9426883,-75.157878
Converted Parking Meter,2,39.9426738,-75.157763
Converted Parking Meter,2,39.9426616,-75.157646
Converted Parking Meter,2,39.9426365,-75.157486
Converted Parking Meter,2,39.9425551,-75.156836
Converted Parking Meter,2,39.9424988,-75.156349
Staple or Inverted-U,2,39.9424755,-75.156161
Converted Parking Meter,2,39.9424265,-75.155788
Converted Parking Meter,2,39.9435647,-75.164491
Converted Parking Meter,2,39.9430065,-75.16004
Converted Parking Meter,2,39.9429946,-75.159935
Converted Parking Meter,2,39.9429062,-75.159185
Converted Parking Meter,2,39.9428834,-75.159022
Converted Parking Meter,2,39.942641,-75.157158
Staple or Inverted-U,2,39.9419014,-75.158713
Staple or Inverted-U,2,39.9496845,-75.160909
Staple or Inverted-U,2,39.9496779,-75.160826
Staple or Inverted-U,2,39.9496691,-75.160752
Converted Parking Meter,2,39.9490744,-75.154059
Converted Parking Meter,2,39.9492263,-75.154032
Converted Parking Meter,2,39.9524236,-75.156049
Converted Parking Meter,2,39.9523832,-75.155741
Converted Parking Meter,2,39.9523577,-75.155457
Converted Parking Meter,2,39.9523485,-75.155259
Staple or Inverted-U,2,39.9515534,-75.153623
Converted Parking Meter,2,39.9489841,-75.154391
Converted Parking Meter,2,39.9489721,-75.15449
Converted Parking Meter,2,39.9489987,-75.154613
Converted Parking Meter,2,39.9498058,-75.161026
Staple or Inverted-U,2,39.9489973,-75.167651
Staple or Inverted-U,2,39.9493345,-75.169181
Staple or Inverted-U,2,39.9494108,-75.169075
Staple or Inverted-U,2,39.9499532,-75.16934
Converted Parking Meter,2,39.9500213,-75.169932
Staple or Inverted-U,2,39.9500379,-75.170034
Staple or Inverted-U,2,39.9500474,-75.170139
Converted Parking Meter,2,39.9500884,-75.170478
Staple or Inverted-U,2,39.9492873,-75.170896
Staple or Inverted-U,2,39.9491235,-75.170927
Staple or Inverted-U,2,39.948839,-75.170996
Staple or Inverted-U,2,39.9479938,-75.172636
Staple or Inverted-U,2,39.9479556,-75.172315
Staple or Inverted-U,2,39.9473614,-75.171229
Staple or Inverted-U,2,39.9477945,-75.17098
Staple or Inverted-U,2,39.9469494,-75.170188
Converted Parking Meter,2,39.9487509,-75.169095
Converted Parking Meter,2,39.9487045,-75.168728
Staple or Inverted-U,2,39.9486604,-75.168358
Staple or Inverted-U,2,39.9486522,-75.168312
Converted Parking Meter,2,39.9486177,-75.16805
Converted Parking Meter,2,39.9488306,-75.169773
Converted Parking Meter,2,39.9488471,-75.169875
Converted Parking Meter,2,39.9488591,-75.169983
Staple or Inverted-U,2,39.9483754,-75.167873
Staple or Inverted-U,2,39.949367,-75.164692
Converted Parking Meter,2,39.9494236,-75.165089
Converted Parking Meter,2,39.9494659,-75.165484
Staple or Inverted-U,2,39.9494852,-75.165601
Converted Parking Meter,2,39.949489,-75.165666
Staple or Inverted-U,2,39.9502902,-75.172029
Converted Parking Meter,2,39.9502762,-75.171939
Converted Parking Meter,2,39.9441942,-75.170111
Staple or Inverted-U,2,39.9442329,-75.169923
Converted Parking Meter,2,39.944203,-75.169655
Converted Parking Meter,2,39.9441225,-75.169571
Converted Parking Meter,2,39.9440901,-75.169297
Converted Parking Meter,2,39.9441828,-75.169498
Converted Parking Meter,2,39.9441624,-75.169331
Staple or Inverted-U,2,39.9448808,-75.168626
Staple or Inverted-U,2,39.9438865,-75.173603
Staple or Inverted-U,2,39.9442226,-75.170419
Staple or Inverted-U,2,39.9437711,-75.168789
Converted Parking Meter,2,39.9440103,-75.168612
Converted Parking Meter,2,39.9440286,-75.168258
Converted Parking Meter,2,39.9439574,-75.168274
Converted Parking Meter,2,39.94393,-75.168008
Converted Parking Meter,2,39.9439054,-75.167761
Converted Parking Meter,2,39.9438634,-75.167487
Staple or Inverted-U,2,39.9438515,-75.167383
Staple or Inverted-U,2,39.9438455,-75.167327
Converted Parking Meter,2,39.943716,-75.166236
Staple or Inverted-U,2,39.9436985,-75.166091
Converted Parking Meter,2,39.9436918,-75.166007
Staple or Inverted-U,2,39.9436572,-75.165742
Converted Parking Meter,2,39.9438239,-75.166578
Staple or Inverted-U,2,39.9438554,-75.166816
Converted Parking Meter,2,39.9439653,-75.167778
Staple or Inverted-U,2,39.9439973,-75.168034
Converted Parking Meter,2,39.9440058,-75.168092
Converted Parking Meter,2,39.9441295,-75.169035
Staple or Inverted-U,2,39.945094,-75.168989
Staple or Inverted-U,2,39.9451861,-75.169692
Converted Parking Meter,2,39.9517926,-75.171153
Converted Parking Meter,2,39.9517625,-75.170925
Staple or Inverted-U,2,39.9517467,-75.170808
Converted Parking Meter,2,39.9517147,-75.170549
Staple or Inverted-U,2,39.9516103,-75.170093
Staple or Inverted-U,2,39.951576,-75.16984
Staple or Inverted-U,2,39.9464182,-75.172219
Hitch Style,2,39.9506539,-75.168274
Hitch Style,2,39.9506358,-75.168104
Converted Parking Meter,2,39.9505918,-75.16774
Staple or Inverted-U,2,39.950423,-75.167335
Staple or Inverted-U,2,39.9503282,-75.16736
Converted Parking Meter,2,39.95038,-75.167436
Staple or Inverted-U,2,39.9506385,-75.168649
Converted Parking Meter,2,39.9505732,-75.168924
Staple or Inverted-U,2,39.9496879,-75.166663
Staple or Inverted-U,2,39.9497032,-75.166814
Staple or Inverted-U,2,39.9499202,-75.168618
Staple or Inverted-U,2,39.9499558,-75.168926
Staple or Inverted-U,2,39.9500143,-75.169354
Staple or Inverted-U,2,39.950027,-75.169493
Staple or Inverted-U,2,39.9500466,-75.169626
Staple or Inverted-U,2,39.9500943,-75.170048
Staple or Inverted-U,2,39.9501035,-75.170141
Staple or Inverted-U,2,39.9501125,-75.170224
Staple or Inverted-U,2,39.9501296,-75.170347
Staple or Inverted-U,2,39.9507079,-75.169241
Converted Parking Meter,2,39.9510256,-75.169589
Converted Parking Meter,2,39.9510347,-75.16978
Staple or Inverted-U,2,39.9512817,-75.170378
Staple or Inverted-U,2,39.9514524,-75.170334
Converted Parking Meter,2,39.9515569,-75.170318
Staple or Inverted-U,2,39.9513505,-75.170468
Staple or Inverted-U,2,39.9512655,-75.170503
Staple or Inverted-U,2,39.9501953,-75.170831
Staple or Inverted-U,2,39.9502118,-75.17093
Staple or Inverted-U,2,39.9502225,-75.171087
Staple or Inverted-U,2,39.9502386,-75.171164
Staple or Inverted-U,2,39.950248,-75.171266
Staple or Inverted-U,2,39.9461712,-75.169611
Staple or Inverted-U,2,39.9455964,-75.166845
Staple or Inverted-U,2,39.9456765,-75.166276
Staple or Inverted-U,2,39.9456677,-75.166202
Staple or Inverted-U,2,39.9457277,-75.166113
Staple or Inverted-U,2,39.9475116,-75.168052
Staple or Inverted-U,2,39.947939,-75.167868
Staple or Inverted-U,2,39.9480223,-75.167862
Converted Parking Meter,2,39.9481263,-75.167929
Converted Parking Meter,2,39.9481136,-75.166307
Converted Parking Meter,2,39.9484916,-75.167002
Staple or Inverted-U,2,39.9485026,-75.167063
Staple or Inverted-U,2,39.9485711,-75.167671
Staple or Inverted-U,2,39.9482529,-75.165081
Staple or Inverted-U,2,39.9482333,-75.164952
Staple or Inverted-U,2,39.9493951,-75.165939
Staple or Inverted-U,2,39.9492152,-75.164413
Staple or Inverted-U,2,39.9489307,-75.164479
Staple or Inverted-U,2,39.9488122,-75.164512
Staple or Inverted-U,2,39.9486458,-75.164531
Staple or Inverted-U,2,39.9485972,-75.166924
Staple or Inverted-U,2,39.9497,-75.167306
Converted Parking Meter,2,39.9496788,-75.167105
Converted Parking Meter,2,39.9496699,-75.167028
Converted Parking Meter,2,39.9496514,-75.166949
Staple or Inverted-U,2,39.9486017,-75.167338
Staple or Inverted-U,2,39.9486187,-75.167564
Converted Parking Meter,2,39.9494357,-75.167638
Converted Parking Meter,2,39.9495257,-75.167613
Converted Parking Meter,2,39.9497556,-75.167765
Staple or Inverted-U,2,39.9497625,-75.167858
Staple or Inverted-U,2,39.9497745,-75.167969
Staple or Inverted-U,2,39.9497916,-75.168092
Converted Parking Meter,2,39.9498257,-75.168283
Converted Parking Meter,2,39.9498251,-75.168361
Converted Parking Meter,2,39.9498509,-75.16845
Converted Parking Meter,2,39.9498593,-75.168768
Staple or Inverted-U,2,39.9519953,-75.178323
Staple or Inverted-U,2,39.9526827,-75.178681
Converted Parking Meter,2,39.9528146,-75.179351
Converted Parking Meter,2,39.9527377,-75.178685
Converted Parking Meter,2,39.9545981,-75.172831
Converted Parking Meter,2,39.9545852,-75.172683
Converted Parking Meter,2,39.954568,-75.172553
Converted Parking Meter,2,39.9545592,-75.172374
Converted Parking Meter,2,39.9545305,-75.172158
Converted Parking Meter,2,39.9545059,-75.171911
Staple or Inverted-U,2,39.954502,-75.172797
Converted Parking Meter,2,39.9544932,-75.172618
Converted Parking Meter,2,39.9544746,-75.172427
Staple or Inverted-U,2,39.9544512,-75.172236
Staple or Inverted-U,2,39.9544326,-75.172044
Converted Parking Meter,2,39.9544021,-75.171748
Staple or Inverted-U,2,39.9543835,-75.171557
Converted Parking Meter,2,39.9538734,-75.171557
Converted Parking Meter,2,39.95374,-75.171563
Staple or Inverted-U,2,39.9541625,-75.17509
Staple or Inverted-U,2,39.9540395,-75.175132
Staple or Inverted-U,2,39.9536149,-75.172998
Converted Parking Meter,2,39.9536172,-75.172887
Staple or Inverted-U,2,39.9536006,-75.172788
Converted Parking Meter,2,39.9535892,-75.172702
Staple or Inverted-U,2,39.9535564,-75.172517
Converted Parking Meter,2,39.9535343,-75.172382
Converted Parking Meter,2,39.9535266,-75.172252
Staple or Inverted-U,2,39.9535191,-75.172129
Converted Parking Meter,2,39.9534971,-75.171999
Staple or Inverted-U,2,39.9534907,-75.171925
Staple or Inverted-U,2,39.9534681,-75.171771
Staple or Inverted-U,2,39.9535092,-75.173071
Staple or Inverted-U,2,39.9535092,-75.172947
Converted Parking Meter,2,39.9535022,-75.172848
Converted Parking Meter,2,39.9534978,-75.172758
Converted Parking Meter,2,39.9534885,-75.172666
Converted Parking Meter,2,39.9534738,-75.172542
Staple or Inverted-U,2,39.9534539,-75.172397
Converted Parking Meter,2,39.9534413,-75.172262
Converted Parking Meter,2,39.9534219,-75.172138
Staple or Inverted-U,2,39.9534016,-75.171981
Staple or Inverted-U,2,39.9533833,-75.171802
Converted Parking Meter,2,39.9537731,-75.174457
Converted Parking Meter,2,39.9537598,-75.17429
Staple or Inverted-U,2,39.9536969,-75.17446
Staple or Inverted-U,2,39.9536804,-75.174361
Staple or Inverted-U,2,39.953674,-75.174287
Staple or Inverted-U,2,39.9536538,-75.174028
Converted Parking Meter,2,39.9536325,-75.173929
Converted Parking Meter,2,39.9536257,-75.173837
Converted Parking Meter,2,39.9536043,-75.173732
Converted Parking Meter,2,39.9536025,-75.173652
Staple or Inverted-U,2,39.9535638,-75.173418
Staple or Inverted-U,2,39.9539915,-75.176115
Staple or Inverted-U,2,39.9539837,-75.175979
Converted Parking Meter,2,39.9539616,-75.175844
Staple or Inverted-U,2,39.9539599,-75.175769
Converted Parking Meter,2,39.9539435,-75.175677
Converted Parking Meter,2,39.9538645,-75.175234
Staple or Inverted-U,2,39.9532365,-75.176789
Staple or Inverted-U,2,39.953137,-75.176818
Staple or Inverted-U,2,39.9530376,-75.176852
Converted Parking Meter,2,39.951479,-75.178361
Converted Parking Meter,2,39.951324,-75.177295
Staple or Inverted-U,2,39.9521762,-75.177133
Staple or Inverted-U,2,39.9520433,-75.177163
Staple or Inverted-U,2,39.951934,-75.177179
Converted Parking Meter,2,39.9517682,-75.177012
Staple or Inverted-U,2,39.9516644,-75.176216
Staple or Inverted-U,2,39.9517168,-75.175576
Staple or Inverted-U,2,39.9525205,-75.176865
Staple or Inverted-U,2,39.9525084,-75.176754
Converted Parking Meter,2,39.9524911,-75.176619
Staple or Inverted-U,2,39.9524893,-75.176538
Converted Parking Meter,2,39.9524627,-75.176415
Staple or Inverted-U,2,39.9524456,-75.176292
Staple or Inverted-U,2,39.952414,-75.176795
Converted Parking Meter,2,39.9524091,-75.176578
Staple or Inverted-U,2,39.9523866,-75.176424
Staple or Inverted-U,2,39.9521506,-75.17547
Converted Parking Meter,2,39.9523766,-75.175765
Converted Parking Meter,2,39.9521669,-75.173964
Staple or Inverted-U,2,39.9521894,-75.174118
Staple or Inverted-U,2,39.952244,-75.174636
Converted Parking Meter,2,39.9522766,-75.174815
Staple or Inverted-U,2,39.9525798,-75.171864
Converted Parking Meter,2,39.952021,-75.172882
Staple or Inverted-U,2,39.9520133,-75.172752
Staple or Inverted-U,2,39.9520012,-75.172635
Staple or Inverted-U,2,39.9520079,-75.17336
Converted Parking Meter,2,39.9512524,-75.175581
Staple or Inverted-U,2,39.9511102,-75.175617
Converted Parking Meter,2,39.9512158,-75.173736
Converted Parking Meter,2,39.9515439,-75.175399
Converted Parking Meter,2,39.9515299,-75.175308
Converted Parking Meter,2,39.9514544,-75.174706
Converted Parking Meter,2,39.9518032,-75.173571
Converted Parking Meter,2,39.9512455,-75.173048
Converted Parking Meter,2,39.9511819,-75.17938
Converted Parking Meter,2,39.9511503,-75.179035
Converted Parking Meter,2,39.9511314,-75.178831
Converted Parking Meter,2,39.9510522,-75.178276
Converted Parking Meter,2,39.9509537,-75.1775
Staple or Inverted-U,2,39.9509139,-75.17721
